release_year,release_era,achievements,achievements_missing,original_price,is_free,developer,publisher,genre_action,genre_adventure,genre_casual,genre_indie,genre_rpg,genre_simulation,genre_strategy,genre_sports,genre_racing,genre_free_to_play,genre_massively_multiplayer,genre_early_access,genre_utilities,tag_action,tag_indie,tag_adventure,tag_rpg,tag_strategy,tag_casual,tag_simulation,tag_sports,tag_racing,tag_multiplayer,tag_fps,tag_shooter,tag_singleplayer,success
2015.0,2014-2016,15.0,0,7.99,0,Two Desperados,"Two Desperados,Two Desperados",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2013.0,2011-2013,,1,0.99,0,"Crystal Dynamics,Eidos-Montréal,Feral Interactive (Mac),Feral Interactive (Linux)","Square Enix,Feral Interactive (Mac),Feral Interactive (Linux),Square Enix,Feral Interactive (Mac),Feral Interactive (Linux)",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2017.0,2017-2019,,1,14.99,0,Edible Entertainment,"Edible Entertainment,Edible Entertainment",1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2013.0,2011-2013,294.0,0,15.99,0,上海烛龙信息科技有限公司,"北京网元圣唐娱乐科技有限公司,北京网元圣唐娱乐科技有限公司",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2015.0,2014-2016,,1,6.99,0,Zadzen Games Ltd.,"Zadzen Games Ltd.,Zadzen Games Ltd.",1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2018.0,2017-2019,6.0,0,2.99,0,Nostalgia,"Sekai Project,Sekai Project",0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2017.0,2017-2019,40.0,0,59.99,0,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.,KOEI TECMO GAMES CO., LTD.",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
2018.0,2017-2019,8.0,0,1.99,0,AsicxArt,"SakuraGame,SakuraGame",0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1
2018.0,2017-2019,17.0,0,29.99,0,Ammobox Studios,"Ammobox Studios,Ammobox Studios",1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0
2018.0,2017-2019,20.0,0,8.99,0,Gualicho Games,"Inca Games,Inca Games",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2018.0,2017-2019,10.0,0,5.99,0,Fireproof Games,"Fireproof Games,Fireproof Games",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
2017.0,2017-2019,,1,,0,,,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1
2018.0,2017-2019,6.0,0,1.99,0,Blue Fiddich制作组,"轻文,轻文",0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1
2015.0,2014-2016,,1,6.99,0,Warfare Studios,"Warfare Studios,Warfare Studios",0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
2019.0,2017-2019,13.0,0,2.99,0,SEEP,"SEEP,SEEP",1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2015.0,2014-2016,,1,,0,John Wizard,"John Wizard,John Wizard",0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
2016.0,2014-2016,,1,62.58,0,Tero Lunkka,"Tero Lunkka,Tero Lunkka",1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2015.0,2014-2016,22.0,0,4.99,0,"Barnyard Intelligence Games,Crystal Labs","Barnyard Intelligence Games,Barnyard Intelligence Games",1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2018.0,2017-2019,31.0,0,14.99,0,Dotoyou Games,"Dotoyou Games,Dotoyou Games",0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
2016.0,2014-2016,,1,0.0,1,"Manuel Pazos,Daniel Celemín","Manuel Pazos,Daniel Celemín,Manuel Pazos,Daniel Celemín",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2011.0,2011-2013,27.0,0,19.99,0,Realmforge Studios,"Kalypso Media Digital,Kalypso Media Digital",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
2017.0,2017-2019,55.0,0,19.99,0,"EQ-Games , Pixel Dash Studios","Tripwire Interactive,Tripwire Interactive",1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1
2017.0,2017-2019,,1,2.0,0,trasnatech,"trasnatech,trasnatech",0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
2011.0,2011-2013,,1,4.99,0,WRF Studios,"WRF Studios,WRF Studios",0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2019.0,2017-2019,27.0,0,9.99,0,Proud Dinosaurs,"Orsam Information Technologies,Orsam Information Technologies",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2017.0,2017-2019,,1,0.99,0,AZAMATIKA,,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
2016.0,2014-2016,,1,16.99,0,Sector3 Studios,,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
2017.0,2017-2019,49.0,0,14.99,0,Harpoon Games,"Harpoon Games,Harpoon Games",0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0
2016.0,2014-2016,67.0,0,4.99,0,"booblyc,parafeks","Booblyc OU,Booblyc OU",1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2019.0,2017-2019,,1,1.99,0,Beat Games,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018.0,2017-2019,30.0,0,19.99,0,Matt Makes Games Inc.,"Matt Makes Games Inc.,Matt Makes Games Inc.",1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1
2017.0,2017-2019,37.0,0,,0,Arcane Raise,"WAX Publishing,WAX Publishing",0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
2017.0,2017-2019,,1,4.99,0,Cryptic Sea,"Devolver Digital,Devolver Digital",0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
2008.0,2006-2010,,1,24.96,0,Frogames,"Frogames,Frogames",0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2010.0,2006-2010,,1,39.99,0,VR Designs,"Slitherine Ltd.,Slitherine Ltd.",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
2017.0,2017-2019,13.0,0,0.99,0,Microblast Games,"Microblast Games,Microblast Games",0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2017.0,2017-2019,,1,1.99,0,Crabby Team,"Crabby Team,Crabby Team",0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
2019.0,2017-2019,,1,1.99,0,"Beijing ECG Technology Co., Ltd.","YXECG,YXECG",0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
2019.0,2017-2019,14.0,0,9.99,0,Solid Core,"Solid Core,Solid Core",1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0
2014.0,2014-2016,32.0,0,14.99,0,Young Horses,"Young Horses,Young Horses",1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1
2015.0,2014-2016,56.0,0,0.99,0,Black Lime Studio,"Black Lime Studio,Black Lime Studio",1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
2018.0,2017-2019,20.0,0,9.99,0,Total Mayhem Games,"Total Mayhem Games,Total Mayhem Games",0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
2016.0,2014-2016,19.0,0,9.99,0,IllusoryWorldEntertainment,"IllusoryWorldEntertainment,IllusoryWorldEntertainment",1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
2019.0,2017-2019,30.0,0,,0,Enokippu,"Kagura Games,Kagura Games",0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2017.0,2017-2019,17.0,0,,0,Schrolab,"Mito Studio,Mito Studio",0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2018.0,2017-2019,,1,4.99,0,EXOR Studios,"EXOR Studios,EXOR Studios",1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2017.0,2017-2019,,1,4.99,0,Deep Silver Volition,"Deep Silver,Deep Silver",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019.0,2017-2019,,1,0.0,1,"Spencer Pilarski,Snippy Nguyen,Jonah Gaynor,Sam Grant","4/5 Dentists,4/5 Dentists",0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2019.0,2017-2019,,1,34.99,0,Eleventh Hour Games,"Eleventh Hour Games,Eleventh Hour Games",1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2018.0,2017-2019,10.0,0,2.99,0,Red Cattus,"Red Cattus,Red Cattus",0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2017.0,2017-2019,51.0,0,4.99,0,"Lava Flow Games, LLC","Lava Flow Games, LLC,Lava Flow Games, LLC",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2015.0,2014-2016,,1,,0,UL,"UL,UL",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013.0,2011-2013,,1,0.99,0,"Crystal Dynamics,Eidos-Montréal,Feral Interactive (Mac),Feral Interactive (Linux)","Square Enix,Feral Interactive (Mac),Feral Interactive (Linux),Square Enix,Feral Interactive (Mac),Feral Interactive (Linux)",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2017.0,2017-2019,200.0,0,1.99,0,G. Malta,"VRS,VRS",0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
2016.0,2014-2016,28.0,0,0.99,0,Chris Antoni,"Chris Antoni,Chris Antoni",1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0
2018.0,2017-2019,10.0,0,2.99,0,Digital Bento,"Digital Bento,Digital Bento",0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
2017.0,2017-2019,12.0,0,2.99,0,ThinkOfGames,"ThinkOfGames,ThinkOfGames",0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2017.0,2017-2019,,1,2.99,0,Permafrost Studio,"Back To Basics Gaming,Back To Basics Gaming",1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2014.0,2014-2016,16.0,0,3.99,0,"Turtle Cream,PokPoong Games","Turtle Cream,Turtle Cream",1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
2017.0,2017-2019,,1,9.99,0,Rakugaki Games,"Henteko Doujin,Henteko Doujin",1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
2012.0,2011-2013,17.0,0,6.99,0,David Williamson,"David Williamson,David Williamson",0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
2016.0,2014-2016,,1,2.99,0,Realore,"Qumaron,Qumaron",0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
2012.0,2011-2013,35.0,0,9.99,0,Dennaton Games,"Devolver Digital,Devolver Digital",1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1
2014.0,2014-2016,,1,,0,Novalink,"Novalink,Novalink",1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1
2016.0,2014-2016,18.0,0,14.99,0,Orthogonal Games,"Orthogonal Games,Orthogonal Games",1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1
2012.0,2011-2013,68.0,0,19.99,0,Aspyr,"Aspyr ,Aspyr ",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0
2016.0,2014-2016,,1,,0,Wolf In Motion Ltd,"Wolf In Motion Ltd,Wolf In Motion Ltd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016.0,2014-2016,18.0,0,4.99,0,"James de Silva,Matthew Sanders","Merge Games,Merge Games",0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2018.0,2017-2019,103.0,0,29.99,0,Kubat Software,"Slitherine Ltd.,Slitherine Ltd.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2019.0,2017-2019,24.0,0,13.99,0,Primary Games,"Primary Games,Primary Games",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2012.0,2011-2013,65.0,0,19.99,0,id Software,"Bethesda Softworks,Bethesda Softworks",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1
2015.0,2014-2016,,1,,0,CD PROJEKT RED,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016.0,2014-2016,,1,14.99,0,"Tricol Co., Ltd.","Tricol Co., Ltd.,Tricol Co., Ltd.",1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2019.0,2017-2019,87.0,0,,0,Visper Games,"Visper Games,Visper Games",1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0
2018.0,2017-2019,40.0,0,3.99,0,O.T.K Games,"SakuraGame,SakuraGame",1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1
2017.0,2017-2019,,1,29.99,0,Joycity,,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
2016.0,2014-2016,,1,14.99,0,IDHAS Studios,"Sekai Project,Sekai Project",0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2019.0,2017-2019,35.0,0,21.99,0,doorfortyfour,"doorfortyfour,doorfortyfour",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2017.0,2017-2019,64.0,0,29.99,0,Cyanide Studio,"Focus Home Interactive,Focus Home Interactive",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
2018.0,2017-2019,15.0,0,0.99,0,Bug-meister production,"Bug-meister production,Bug-meister production",1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2008.0,2006-2010,,1,4.99,0,SpinTop Games,"PopCap Games, Inc.,PopCap Games, Inc.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012.0,2011-2013,7.0,0,9.99,0,"Engient, Inc","Engient,Engient",0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
2017.0,2017-2019,,1,,0,Inception,"Inception,Inception",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012.0,2011-2013,412.0,0,,0,"Monolith Productions, Inc.","Warner Bros. Interactive Entertainment,Warner Bros. Interactive Entertainment",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1
2017.0,2017-2019,33.0,0,10.99,0,Pixel Trickery,"Pixel Trickery,Pixel Trickery",0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2017.0,2017-2019,,1,12.99,0,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.,KOEI TECMO GAMES CO., LTD.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019.0,2017-2019,12.0,0,0.0,1,Treexy,"Treexy,Treexy",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019.0,2017-2019,,1,6.99,0,Snowhound Games,"1C Entertainment,1C Entertainment",0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
2010.0,2006-2010,,1,2.99,0,"Firaxis Games,Aspyr (Mac),Aspyr (Linux)","2K,Aspyr (Mac),Aspyr (Linux),2K,Aspyr (Mac),Aspyr (Linux)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017.0,2017-2019,10.0,0,14.99,0,FMG Labs,"Fusion Media Group,Fusion Media Group",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018.0,2017-2019,28.0,0,14.99,0,Storybird Games,"PQube Limited,Look At My Game,PQube Limited,Look At My Game",0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2016.0,2014-2016,13.0,0,4.99,0,Mass Creation,"Mass Creation,Mass Creation",1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2019.0,2017-2019,,1,9.99,0,Vincent Lade,"Vincent Lade,Vincent Lade",1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2019.0,2017-2019,,1,17.99,0,Paradox Development Studio,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2017.0,2017-2019,15.0,0,4.99,0,Rubicon Development,"Rubicon Development,Rubicon Development",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2013.0,2011-2013,,1,3.99,0,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA,Feral Interactive (Mac),Feral Interactive (Linux),SEGA,Feral Interactive (Mac),Feral Interactive (Linux)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015.0,2014-2016,14.0,0,12.99,0,FarmerGnome,"Devolver Digital,Devolver Digital",1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
2015.0,2014-2016,42.0,0,24.99,0,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd. ,CAPCOM Co., Ltd. ",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2018.0,2017-2019,,1,19.99,0,XLGAMES,"Trion Worlds,Trion Worlds",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2011.0,2011-2013,,1,19.99,0,Ubisoft Montreal,"Ubisoft,Ubisoft",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1
2016.0,2014-2016,58.0,0,,0,Panoramik Inc,"Panoramik Inc,Panoramik Inc",0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
2016.0,2014-2016,20.0,0,9.99,0,NEKO WORKs,"Sekai Project,Sekai Project",0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
2018.0,2017-2019,27.0,0,,0,Blueshift Media,"Blueshift Media,Blueshift Media",1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
2015.0,2014-2016,42.0,0,19.99,0,Square Enix,"Square Enix,Square Enix",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1
2018.0,2017-2019,29.0,0,7.99,0,Potatobrain Games,"Potatobrain Games,Potatobrain Games",0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
2017.0,2017-2019,37.0,0,4.99,0,Slashware Interactive,"Slashware Interactive,Slashware Interactive",0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
2018.0,2017-2019,4977.0,0,0.99,0,AFBIK Studio,"AFBIK Studio,AFBIK Studio",1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2019.0,2017-2019,42.0,0,9.99,0,Salangan Games,"Salangan Games,Salangan Games",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2017.0,2017-2019,23.0,0,4.99,0,Liam Doherty,"Liam Doherty,Liam Doherty",1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2019.0,2017-2019,22.0,0,14.99,0,Askiisoft,"Devolver Digital,Devolver Digital",1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
2016.0,2014-2016,47.0,0,11.99,0,"Project Whitecard Studios Inc.,NASA (Some Models)","Awestruck Games,Awestruck Games",1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0
2018.0,2017-2019,13.0,0,2.99,0,90s Studio,"90s Studio,90s Studio",1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2015.0,2014-2016,13.0,0,,0,Battlebard Games,,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2019.0,2017-2019,7.0,0,14.99,0,L_Draven,"L_Draven,L_Draven",0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0
2018.0,2017-2019,17.0,0,8.99,0,k.Song Tan,"k.Song Tan,k.Song Tan",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2018.0,2017-2019,60.0,0,24.99,0,LozMarblz Inc.,"LozMarblz Inc.,LozMarblz Inc.",0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0
2014.0,2014-2016,,1,24.99,0,Roencia,"Roencia Game Creators,Roencia Game Creators",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018.0,2017-2019,5000.0,0,,0,Ripknot Systems,"Ripknot Systems,Ripknot Systems",0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0
2018.0,2017-2019,,1,19.99,0,Icebird Studios,"Icebird Studios,Icebird Studios",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2015.0,2014-2016,,1,14.99,0,Bare Mettle Entertainment,"Bare Mettle Entertainment,Bare Mettle Entertainment",1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1
2018.0,2017-2019,34.0,0,29.99,0,Puppygames,"Puppygames,Puppygames",1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
2011.0,2011-2013,,1,14.99,0,"Akella,.dat","Kalypso Media Digital,Kalypso Media Digital",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2014.0,2014-2016,,1,9.99,0,Colossal Order Ltd.,"Paradox Interactive,Paradox Interactive",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2016.0,2014-2016,,1,,0,SCS Software,"SCS Software,SCS Software",0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
2018.0,2017-2019,,1,2.99,0,PhyzixMind,"PhyzixMind,PhyzixMind",1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0
2019.0,2017-2019,6.0,0,0.99,0,Kleo Landena,"Kleo Landena,Kleo Landena",0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0
2015.0,2014-2016,35.0,0,9.99,0,Zoo Corporation,"Zoo Corporation,Zoo Corporation",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
2018.0,2017-2019,,1,,0,Autotelic Games LLC,"Autotelic Games LLC,Autotelic Games LLC",0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
2017.0,2017-2019,,1,3.99,0,Drop_Dead_Fred (Фред),"Enjoy Games,Enjoy Games",1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
2014.0,2014-2016,,1,1.99,0,"CI Games,Deck 13","CI Games,CI Games",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2019.0,2017-2019,14.0,0,5.99,0,KumaKumaManga,"SakuraGame,SakuraGame",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017.0,2017-2019,5.0,0,3.99,0,SimProse Studios,"Aldorlea Games,Aldorlea Games",0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
